3.06,19:15,08:15
8.755,17:30,19:45
12.24,16:15,23:00
5.1,19:00,23:00
7.14,17:00,09:30
3.91,18:30,22:15
7.99,17:15,08:15
14.28,15:45,04:45
7.31,18:00,10:30
11.56,17:45,09:00
12.648,19:30,23:00
9.52,18:45,21:30
5.44,16:45,23:00
6.528,15:30,23:45
5.95,18:00,23:30
10.71,11:45,23:00
14.2,16:00,07:15
5.95,16:45,21:00
13.05,18:15,23:00
7.14,16:30,22:15
7.48,18:15,05:31
6.851,19:15,23:00
