Price [ct/kWh]
28.88725
28.88725
28.88725
28.88725
28.79919
28.79919
28.79919
28.79919
29.005059999999997
29.005059999999997
29.005059999999997
29.005059999999997
28.9051
28.9051
28.9051
28.9051
28.877729999999996
28.877729999999996
28.877729999999996
28.877729999999996
28.984830000000002
28.984830000000002
28.984830000000002
28.984830000000002
30.15341
30.15341
30.15341
30.15341
30.7853
30.7853
30.7853
30.7853
31.044719999999998
31.044719999999998
31.044719999999998
31.044719999999998
31.051859999999998
31.051859999999998
31.051859999999998
31.051859999999998
30.84837
30.84837
30.84837
30.84837
30.77935
30.77935
30.77935
30.77935
29.977289999999996
29.977289999999996
29.977289999999996
29.977289999999996
30.428299999999997
30.428299999999997
30.428299999999997
30.428299999999997
29.943969999999997
29.943969999999997
29.943969999999997
29.943969999999997
30.44496
30.44496
30.44496
30.44496
30.63536
30.63536
30.63536
30.63536
31.01735
31.01735
31.01735
31.01735
31.37673
31.37673
31.37673
31.37673
31.918179999999996
31.918179999999996
31.918179999999996
31.918179999999996
32.27399
32.27399
32.27399
32.27399
31.239879999999996
31.239879999999996
31.239879999999996
31.239879999999996
30.77578
30.77578
30.77578
30.77578
29.454879999999996
29.454879999999996
29.454879999999996
29.454879999999996
